line,loc,DTT,PH,EW
MG_588,LN,73,153.75,95
MG_589,BJ,67,214,83.33
MG_589,HeB,60,171.8,81.1
MG_589,HN,63,158.6,38
MG_589,JL,83,223.4,91.4
MG_589,LN,75,204.4,102
MG_59,BJ,57,203.5,60
MG_59,HeB,55,192.5,63.5
MG_59,HN,54,189.5,30.8
MG_59,JL,73,211.5,33.8
MG_59,LN,66,205.4,NA
MG_590,BJ,66,188.75,112
MG_590,HeB,58,195.6,88
MG_590,HN,61,173.2,85.8
MG_590,JL,85,199.5,123
MG_590,LN,72,196.4,115
MG_591,BJ,68,214.4,112.5
MG_591,HeB,61,182,77.5
MG_591,HN,59,153.6,53.2
MG_591,JL,85,196.6,123
MG_591,LN,76,196.75,97.5
MG_592,BJ,68,232.4,146.67
MG_592,HeB,55,233.5,96.9
MG_592,HN,64,196.25,49.6
MG_592,JL,86,249.5,175
MG_592,LN,76,216.25,150
MG_593,BJ,62,222.5,63.33
MG_593,HeB,57,211,104.5
MG_593,HN,58,197.8,76.4
MG_593,JL,81,230,87.2
MG_593,LN,71,228.3,115
MG_594,BJ,57,220.8,50
MG_594,HeB,53,178.25,63.25
MG_594,HN,56,168.2,48
MG_594,JL,77,215.75,52.2
MG_594,LN,68,204.9,83.75
MG_595,BJ,67,191.4,80
MG_595,HeB,63,166.8,87.88
MG_595,HN,61,145.6,82.6
MG_595,JL,89,180.8,113.33
MG_595,LN,75,200.76,136
MG_596,BJ,67,223.25,88
MG_596,HeB,62,207.5,59.67
MG_596,HN,65,190.4,65.8
MG_596,JL,86,220,151.6
MG_596,LN,76,244.25,138
MG_597,BJ,56,200,70
MG_597,HeB,54,206.4,103.75
MG_597,HN,59,181.6,61.6
MG_597,JL,74,201.25,180.2
MG_597,LN,66,201.4,130
MG_598,BJ,69,218.6,88
MG_598,HeB,64,230.2,100.88
MG_598,HN,70,198,58.5
MG_598,JL,84,214.4,123.25
MG_598,LN,75,198.8,123.75
MG_599,BJ,63,204.4,122.5
MG_599,HeB,66,171.8,97.17
MG_599,HN,60,153.4,55.6
MG_599,JL,79,182.4,127.8
MG_599,LN,73,188.4,126
MG_60,BJ,61,219.75,80
MG_60,HeB,56,208,117.7
MG_60,HN,57,194.75,65.6
MG_60,JL,75,206.2,97.2
MG_60,LN,68,193.86,115
MG_600,BJ,68,177,70
MG_600,HeB,62,168,84.7
MG_600,HN,61,148.8,88.8
MG_600,JL,81,191.6,151.6
MG_600,LN,72,179.6,143
MG_601,BJ,68,210.6,56
MG_601,HeB,55,208.4,71.67
MG_601,HN,56,215.25,60.4
MG_601,JL,85,209.5,45.4
MG_601,LN,72,221.5,NA
MG_602,BJ,69,177.6,NA
MG_602,HeB,60,180.8,83.88
MG_602,HN,72,139.5,NA
MG_602,JL,83,192,55
MG_602,LN,72,208.75,78.33
MG_603,BJ,66,216.6,100
MG_603,HeB,60,178.6,121.33
MG_603,HN,58,159,62.6
MG_603,JL,84,193.2,99.2
MG_603,LN,73,207.5,132
MG_604,BJ,61,214,64
MG_604,HeB,56,205,109
MG_604,HN,61,171.2,120.4
MG_604,JL,80,202,208
MG_604,LN,71,196.38,125
MG_605,BJ,68,186.4,92
MG_605,HeB,62,161.5,76.3
MG_605,HN,65,191.8,63.2
MG_605,JL,83,176.4,150.4
MG_605,LN,72,170.94,133
MG_606,BJ,67,230.8,93.33
MG_606,HeB,63,192.25,72.5
MG_606,HN,62,200.8,69.2
MG_606,JL,85,212.75,100.8
MG_606,LN,76,220.4,121.67
MG_607,BJ,64,237.8,NA
MG_607,HeB,56,203,91.2
MG_607,HN,56,175.25,62
MG_607,JL,81,204.5,103.2
MG_607,LN,73,214.66,121
MG_608,BJ,64,229.5,94
MG_608,HeB,60,190.2,NA
MG_608,HN,60,154.25,59.8
MG_608,JL,80,215.6,112
MG_608,LN,74,235.8,163
MG_609,BJ,58,212.5,78
MG_609,HeB,52,163.6,79.4
MG_609,HN,58,160,70
MG_609,JL,79,192,106.8
MG_609,LN,69,181,103
MG_61,BJ,60,230.4,54
MG_61,HeB,54,211,89.7
MG_61,HN,56,175.8,42
MG_61,JL,74,241.2,117.8
MG_61,LN,67,239.6,94
MG_610,BJ,67,239.75,62
MG_610,HeB,56,211,86.83
MG_610,HN,56,215,65.4
MG_610,JL,83,225,110.2
MG_610,LN,73,246.5,118.75
MG_611,BJ,66,232.25,128
MG_611,HeB,65,218.75,122.8
MG_611,HN,66,153.5,54.2
MG_611,JL,83,226.75,153.4
MG_611,LN,73,246.25,151
MG_612,BJ,58,222.25,66.67
MG_612,HeB,54,192.25,71
MG_612,HN,54,169,68.75
MG_612,JL,73,220.8,91.2
MG_612,LN,66,237.2,176
MG_613,BJ,61,189.4,80
MG_613,HeB,58,172.25,84.5
MG_613,HN,56,173.25,70.2
MG_613,JL,74,188,112.4
MG_613,LN,66,201,145
MG_614,BJ,64,229.2,98
MG_614,HeB,60,238.25,129.5
MG_614,HN,59,227.6,76.4
MG_614,JL,82,208.4,146.4
MG_614,LN,74,229.4,134
MG_615,BJ,64,216,126
MG_615,HeB,61,184,106.3
MG_615,HN,63,173.6,84.2
MG_615,JL,81,220,136.8
MG_615,LN,69,213.6,142
MG_616,BJ,62,245,22.5
MG_616,HeB,58,219.2,NA
MG_616,HN,58,182.2,29.8
MG_616,JL,84,231,45.4
MG_616,LN,72,232.2,80
MG_618,BJ,61,202,64
MG_618,HeB,56,175.4,73.17
MG_618,HN,59,162.12,60.2
MG_618,JL,79,202.25,124.8
MG_618,LN,68,199.5,123.75
MG_619,BJ,64,221.2,92
MG_619,HeB,62,217,71.67
MG_619,HN,58,199.5,64
MG_619,JL,83,208.4,70.8
MG_619,LN,74,205,91
MG_62,BJ,65,236,113.33
MG_62,HeB,58,197.2,77.7
MG_62,HN,58,187.2,89.8
MG_62,JL,83,227.6,72.4
MG_62,LN,68,221.2,131
MG_620,BJ,63,244.5,96
MG_620,HeB,55,194,108.62
MG_620,HN,60,204.25,116.8
MG_620,JL,84,238.4,131.4
MG_620,LN,72,237.4,123
MG_621,BJ,64,194,102.5
MG_621,HeB,56,143.4,109.72
MG_621,HN,61,139,96.6
MG_621,JL,83,189.2,138.2
MG_621,LN,69,219.36,139
MG_622,BJ,57,179.5,67.5
MG_622,HeB,53,143.2,67.7
MG_622,HN,55,153.5,33.6
MG_622,JL,71,158,93.8
MG_622,LN,65,178.2,107.5
MG_623,BJ,64,224.25,62.5
MG_623,HeB,61,194.75,116.1
MG_623,HN,64,163,65.8
MG_623,JL,88,201.5,72.8
MG_623,LN,71,204.25,126.25
MG_624,BJ,63,253.4,96.67
MG_624,HeB,62,235.5,92.88
MG_624,HN,63,213,43.2
MG_624,JL,80,219.2,49.2
MG_624,LN,72,239.25,130
MG_625,BJ,66,202.5,95
MG_625,HeB,61,172.2,86.88
MG_625,HN,58,167,84.6
MG_625,JL,88,197.5,92.8
MG_625,LN,76,198.1,116.25
MG_626,BJ,64,199,88
MG_626,HeB,62,176,59.62
MG_626,HN,58,169,72.4
MG_626,JL,77,194.2,79.4
MG_626,LN,70,215.6,89
MG_627,BJ,62,210.75,86
MG_627,HeB,60,176.6,85.38
MG_627,HN,61,181.2,73.8
MG_627,JL,76,201.2,130.2
MG_627,LN,70,194.8,125
MG_628,BJ,64,232,75
MG_628,HeB,56,209.25,73.9
MG_628,HN,56,194.6,52.6
MG_628,JL,81,245.5,112.6
MG_628,LN,73,231.4,92.5
MG_629,BJ,66,250,52.5
MG_629,HeB,60,211,94.6
MG_629,HN,60,196.25,80.4
MG_629,JL,81,213,78.4
MG_629,LN,71,256.6,131.2
MG_63,BJ,61,177.2,110
MG_63,HeB,54,138.2,84.5
MG_63,HN,55,135.6,86.4
MG_63,JL,79,172.2,138.2
MG_63,LN,70,161.8,126
MG_630,BJ,66,201,106.67
MG_630,HeB,58,197.8,129.9
MG_630,HN,63,193.5,108.6
MG_630,JL,84,207.5,146.2
MG_630,LN,74,213.2,135
MG_631,BJ,66,224.8,82
MG_631,HeB,60,191,110.38
MG_631,HN,57,170.6,60.6
MG_631,JL,85,191,107.8
MG_631,LN,71,202.88,135
MG_632,BJ,60,239.25,73.33
MG_632,HeB,53,223,104.62
MG_632,HN,58,189.75,60.6
MG_632,JL,75,233.4,113.2
MG_632,LN,72,244.4,101
MG_633,BJ,57,227.4,60
MG_633,HeB,58,165,36.83
MG_633,HN,56,209.4,58.8
MG_633,JL,75,229.4,74.8
MG_633,LN,67,234.4,72.5
MG_634,BJ,64,229,126.67
MG_634,HeB,60,189.5,115
MG_634,HN,57,170.4,80.6
MG_634,JL,82,232.5,104.6
MG_634,LN,71,221,135
MG_635,BJ,66,220.75,63.33
MG_635,HeB,62,188.4,87
MG_635,HN,64,189.75,88
MG_635,JL,83,228.4,129.6
MG_635,LN,74,238.8,118
MG_636,BJ,69,193.6,67.5
MG_636,HeB,58,157.75,62.62
MG_636,HN,59,164.4,76.6
MG_636,JL,83,211,105.6
MG_636,LN,75,194.4,119
MG_637,BJ,63,198,64
MG_637,HeB,64,182.5,78.25
MG_637,HN,58,175.75,53.8
MG_637,JL,78,209,160.8
MG_637,LN,72,209.4,137
MG_638,BJ,67,238.8,85
MG_638,HeB,64,245,77.5
MG_638,HN,62,212.3,53.2
MG_638,JL,82,231,132.8
MG_638,LN,77,228.2,105
MG_639,BJ,66,235.4,55
MG_639,HeB,58,215.2,88.25
MG_639,HN,58,209.2,46.4
MG_639,JL,87,253.75,67.6
MG_639,LN,76,243.8,145
MG_64,BJ,61,207.5,64
MG_64,HeB,57,190.5,72.6
MG_64,HN,60,131.6,26.6
MG_64,JL,83,163.25,66.6
MG_64,LN,70,205.14,81
MG_640,BJ,64,188.6,90
MG_640,HeB,60,170.25,110
MG_640,HN,58,160.5,101.25
MG_640,JL,82,191.75,109.6
MG_640,LN,74,181.25,92
MG_641,BJ,67,242.8,82.5
MG_641,HeB,57,204.2,119.9
MG_641,HN,57,193.6,92.2
MG_641,JL,87,245.25,129.8
MG_641,LN,78,240.2,139
MG_642,BJ,63,213.6,66.67
MG_642,HeB,62,185.4,97.5
MG_642,HN,58,179.4,66.6
MG_642,JL,75,212.2,132
MG_642,LN,71,204,95
MG_643,BJ,63,229.75,54
MG_643,HeB,58,204.5,96.67
MG_643,HN,65,200.8,98.8
MG_643,JL,77,229.6,129.8
MG_643,LN,73,215.4,108
MG_644,BJ,67,225.6,65
MG_644,HeB,64,219,58
MG_644,HN,70,153,21.67
MG_644,JL,85,231.5,84.5
MG_644,LN,73,225.6,123.8
MG_645,BJ,64,241.25,95
MG_645,HeB,56,213.2,110.7
MG_645,HN,62,176,60.4
MG_645,JL,83,234,130.2
MG_645,LN,76,216.5,110
MG_646,BJ,66,237.6,92
MG_646,HeB,61,231.2,103.88
MG_646,HN,68,184.5,48.33
MG_646,JL,81,234.4,116.6
MG_646,LN,69,235.92,117.5
MG_647,BJ,59,237.6,104
MG_647,HeB,52,205,109.88
MG_647,HN,56,175.4,57
MG_647,JL,77,221.8,116
MG_647,LN,66,225,118
MG_648,BJ,67,208.5,127.5
MG_648,HeB,62,189,115.5
MG_648,HN,60,188.4,114
MG_648,JL,87,208.2,104
MG_648,LN,76,218.5,127
MG_649,BJ,68,239.2,72.5
MG_649,HeB,64,234.2,64.33
MG_649,HN,65,209.25,37.8
MG_649,JL,87,242.25,46
MG_649,LN,76,242.04,117.5
MG_65,BJ,64,286.2,126
MG_65,HeB,61,229.5,122.17
MG_65,HN,57,212.25,111.6
MG_65,JL,80,234.4,125.6
MG_65,LN,69,271.4,162.5
MG_650,BJ,63,248.75,82.5
MG_650,HeB,55,217,105.4
MG_650,HN,58,222.4,90.4
MG_650,JL,81,242.4,103.4
MG_650,LN,70,249,152.5
MG_651,BJ,57,240.4,77.5
MG_651,HeB,53,234.5,95.9
MG_651,HN,55,213.75,60.8
MG_651,JL,74,236,126.8
MG_651,LN,68,237.5,134
MG_652,BJ,67,NA,NA
MG_652,HeB,57,213,117.3
MG_652,HN,59,204.4,87.2
MG_652,JL,87,224.2,22.33
MG_652,LN,78,220.5,NA
MG_653,BJ,64,232.4,45
MG_653,HeB,58,230.4,70.9
MG_653,HN,64,195.2,54
MG_653,JL,82,224.8,68.2
MG_653,LN,73,252.75,88
MG_654,BJ,67,226.2,45
MG_654,HeB,60,217,101.4
MG_654,HN,59,188.8,79.8
MG_654,JL,85,222,77.2
MG_654,LN,75,217.6,125
MG_655,BJ,63,241,85
MG_655,HeB,55,218.8,117.8
MG_655,HN,58,200,80.4
MG_655,JL,81,229.2,122.2
MG_655,LN,75,246,111.67
MG_656,BJ,65,190.6,60
MG_656,HeB,60,156.2,57.67
MG_656,HN,59,156.2,62
MG_656,JL,81,178.25,79.6
MG_656,LN,72,187.2,96.25
MG_657,BJ,66,221.6,146.67
MG_657,HeB,62,192.75,134.2
MG_657,HN,60,163.75,83.6
MG_657,JL,79,209,123.8
MG_657,LN,72,217,139
MG_658,BJ,67,127.6,70
MG_658,HeB,62,120.4,86.17
MG_658,HN,63,107.4,66
MG_658,JL,83,160.5,100.2
MG_658,LN,72,149.2,87
MG_659,BJ,66,171,103.33
MG_659,HeB,55,140.25,78.17
MG_659,HN,59,141,66.6
MG_659,JL,85,167.2,116.8
MG_659,LN,73,164.4,141.25
MG_66,BJ,57,206.5,70
MG_66,HeB,51,179.2,81.5
MG_66,HN,58,173.4,57
MG_66,JL,74,185.4,73.4
MG_66,LN,64,224,116
MG_660,BJ,64,187,94
MG_660,HeB,57,158.6,74.5
MG_660,HN,61,144,64.4
MG_660,JL,83,198.8,117.8
MG_660,LN,73,201.2,129
MG_661,BJ,68,226.75,64
MG_661,HeB,56,225.4,132.25
MG_661,HN,62,212.2,96.6
MG_661,JL,84,233,140.4
MG_661,LN,77,243.25,111
MG_662,BJ,63,246.67,78
MG_662,HeB,56,210.2,89.62
MG_662,HN,58,204.75,47.6
MG_662,JL,78,209.8,83.6
MG_662,LN,68,216.25,82.5
MG_663,BJ,59,182.6,83.33
MG_663,HeB,62,166.2,72.4
MG_663,HN,64,161.4,62.8
MG_663,JL,81,192,81.6
MG_663,LN,71,191.8,96
MG_664,BJ,68,193,74
MG_664,HeB,62,181.4,69.6
MG_664,HN,64,163,53.6
MG_664,JL,85,176.4,66.2
MG_664,LN,75,180.8,96.25
MG_665,BJ,62,231.2,97.5
MG_665,HeB,58,189.25,83.9
MG_665,HN,59,182.25,81.2
MG_665,JL,82,226.8,87.6
MG_665,LN,72,236.3,116.25
MG_666,BJ,65,205.8,112
MG_666,HeB,61,186.25,90.5
MG_666,HN,64,167,60.6
MG_666,JL,83,217.75,113.4
MG_666,LN,76,210.2,177
MG_667,BJ,64,230.75,123.33
MG_667,HeB,60,202,140.7
MG_667,HN,59,185.8,113.8
MG_667,JL,82,208,93.8
MG_667,LN,73,212.25,145
MG_668,BJ,69,232.6,36.67
MG_668,HeB,63,212.8,80.75
MG_668,HN,63,195,26.2
MG_668,JL,93,215.4,NA
MG_668,LN,78,217.5,NA
MG_669,BJ,67,220.4,76
MG_669,HeB,58,210,117.3
MG_669,HN,70,145.75,NA
MG_669,JL,82,208,122.2
MG_669,LN,75,212.6,127.5
MG_67,BJ,60,187.8,58
MG_67,HeB,53,166.6,74.67
MG_67,HN,55,163.2,42.8
MG_67,JL,74,187,85.8
MG_67,LN,67,191.82,97
MG_670,BJ,68,183.8,102
MG_670,HeB,60,167.4,98.5
MG_670,HN,60,156.75,64.6
MG_670,JL,82,182.5,133.8
MG_670,LN,76,183.52,148.75
MG_671,BJ,65,254.2,102.5
MG_671,HeB,58,214.75,71
MG_671,HN,58,203.2,54.6
MG_671,JL,89,241.25,60.4
MG_671,LN,73,240.62,57.5
MG_672,BJ,63,217.4,60
MG_672,HeB,58,200.8,85.33
MG_672,HN,60,178.6,57.2
MG_672,JL,81,201.2,64.2
MG_672,LN,73,205.2,165
MG_673,BJ,63,243.5,138
MG_673,HeB,53,229.4,137.94
MG_673,HN,59,215,108.8
MG_673,JL,84,239.5,126.8
MG_673,LN,72,248.8,164
MG_674,BJ,66,265.6,32.5
MG_674,HeB,63,240.2,63.75
MG_674,HN,60,216.5,47.2
MG_674,JL,83,249.6,48
MG_674,LN,73,254,100
MG_675,BJ,62,255.25,104
MG_675,HeB,56,223.8,111.9
MG_675,HN,61,208.25,88
MG_675,JL,85,248.75,136.2
MG_675,LN,74,254.06,138
MG_676,BJ,61,244.4,92
MG_676,HeB,56,211.6,89.5
MG_676,HN,63,191.2,65.8
MG_676,JL,74,236.4,92.8
MG_676,LN,69,253,113
MG_677,BJ,71,210,87.5
MG_677,HeB,61,186.2,79.38
MG_677,HN,60,163.2,81.2
MG_677,JL,83,213,70.6
MG_677,LN,73,205,88
MG_678,BJ,60,248.25,108
MG_678,HeB,56,229,101.6
MG_678,HN,56,224.5,94
MG_678,JL,80,248,54
MG_678,LN,72,241.38,128.75
MG_679,BJ,69,202.6,86
MG_679,HeB,63,209.25,80.2
MG_679,HN,65,193,73.2
MG_679,JL,86,223.75,113.2
MG_679,LN,74,203.8,116
MG_68,BJ,64,233,102
MG_68,HeB,56,212.25,123.2
MG_68,HN,59,196.6,91
MG_68,JL,82,236.8,129.2
MG_68,LN,72,250.2,132.5
MG_680,BJ,69,204.4,64
MG_680,HeB,60,183.8,84.75
MG_680,HN,59,182.5,73.8
MG_680,JL,88,228.4,79.8
MG_680,LN,75,223.8,81.67
MG_681,BJ,63,246,53.33
MG_681,HeB,56,237.6,63.5
MG_681,HN,60,264.25,66.4
MG_681,JL,75,279,96.4
MG_681,LN,70,279.3,80
MG_682,BJ,63,197,90
MG_682,HeB,58,180,60.38
MG_682,HN,59,172.25,68.2
MG_682,JL,77,189.8,84.2
MG_682,LN,74,195.62,97.5
MG_683,BJ,68,238,116.67
MG_683,HeB,60,207,99
MG_683,HN,59,191.25,96.6
MG_683,JL,87,237.2,142.4
MG_683,LN,78,208.42,151.67
MG_684,BJ,67,170.8,100
MG_684,HeB,56,156.8,89.38
MG_684,HN,62,148.4,83.4
MG_684,JL,79,167.8,154.4
MG_684,LN,71,156.2,108
MG_685,BJ,61,236,106.67
MG_685,HeB,57,192.4,102
MG_685,HN,58,186.75,72.2
MG_685,JL,83,229.2,74
MG_685,LN,73,209.75,125
MG_686,BJ,61,212.6,62.5
MG_686,HeB,56,205.25,89.88
MG_686,HN,58,177.64,36
MG_686,JL,82,219.5,91
MG_686,LN,73,217,96
MG_687,BJ,61,223,132
MG_687,HeB,58,189.6,115.48
MG_687,HN,64,171.1,111.2
MG_687,JL,75,213,137.2
MG_687,LN,71,203.88,113
MG_688,BJ,63,284,152.5
MG_688,HeB,60,208,169.13
MG_688,HN,58,243,121.4
MG_688,JL,83,264.2,134.8
MG_688,LN,74,283.5,195
MG_689,BJ,67,215.8,46.67
MG_689,HeB,60,190,NA
MG_689,HN,66,199,43.2
MG_689,JL,87,222.4,NA
MG_689,LN,76,225,NA
MG_69,BJ,62,183.5,96
MG_69,HeB,55,195.25,80.6
MG_69,HN,56,177.75,82.6
MG_69,JL,79,188.5,139.6
MG_69,LN,67,203.2,115
MG_690,BJ,67,240.25,122
MG_690,HeB,63,141.67,83.5
MG_690,HN,61,196.2,67.8
MG_690,JL,85,203.4,101
MG_690,LN,74,206.25,185
MG_691,BJ,57,232.8,105
MG_691,HeB,52,229.8,111.83
MG_691,HN,55,218.2,71
MG_691,JL,83,242,55
MG_691,LN,73,254,110
MG_692,BJ,68,212,62
MG_692,HeB,64,199.5,53.62
MG_692,HN,69,192.6,53.2
MG_692,JL,87,224.4,72.4
MG_692,LN,77,205,98
MG_693,BJ,66,212.2,118
MG_693,HeB,57,183,113.83
MG_693,HN,58,182.75,NA
MG_693,JL,82,211.25,122
MG_693,LN,70,214.4,158
MG_694,BJ,65,239.6,210
MG_694,HeB,56,199.75,129.5
MG_694,HN,65,138.75,23
MG_694,JL,83,217.8,62.8
MG_694,LN,70,230.8,225
MG_695,BJ,62,219.75,NA
MG_695,HeB,57,192.25,96.7
MG_695,HN,58,217.75,71.2
MG_695,JL,79,204.75,91.2
MG_695,LN,70,196.6,113
MG_696,BJ,67,275.8,135
MG_696,HeB,62,233.8,99.5
MG_696,HN,61,219.4,99.4
MG_696,JL,83,280.5,136.8
MG_696,LN,74,265.6,132
MG_697,BJ,65,230.4,84
MG_697,HeB,57,245.8,106.8
MG_697,HN,59,222.2,69.4
MG_697,JL,83,249.8,77.2
MG_697,LN,73,242.2,88
MG_698,BJ,68,267,86.67
MG_698,HeB,66,245.5,126.2
MG_698,HN,58,202,98
MG_698,JL,86,289.5,142.8
MG_698,LN,75,260.24,165
MG_699,BJ,66,182,102.5
MG_699,HeB,55,154.5,105.75
MG_699,HN,60,146,63
MG_699,JL,81,165.2,109.4
MG_699,LN,72,186.25,162
MG_70,BJ,60,212,66.67
MG_70,HeB,55,173.75,68
MG_70,HN,56,155,48
MG_70,JL,80,188.2,142.25
MG_70,LN,69,203.2,134
MG_700,BJ,63,220.8,26
MG_700,HeB,55,195.6,NA
MG_700,HN,61,192.4,54.4
MG_700,JL,81,221.75,62.6
MG_700,LN,73,220.4,NA
MG_701,BJ,68,226.4,90
MG_701,HeB,63,222.25,95.6
MG_701,HN,60,210.6,76.2
MG_701,JL,87,245.2,76.6
MG_701,LN,74,238.5,106
MG_702,BJ,68,219.8,70
MG_702,HeB,61,190.4,75.5
MG_702,HN,61,174.8,76
MG_702,JL,83,228,104.4
MG_702,LN,74,226.5,84
MG_703,BJ,63,232.4,100
MG_703,HeB,56,210,74
MG_703,HN,59,226,73.8
MG_703,JL,84,247,77.4
MG_703,LN,72,227.98,101.25
MG_704,BJ,62,232.2,86.67
MG_704,HeB,62,227.8,83.62
MG_704,HN,57,197.2,77.2
MG_704,JL,82,258.8,99.2
MG_704,LN,71,251,135
MG_705,BJ,63,226.6,143.33
MG_705,HeB,54,211.2,121.83
MG_705,HN,56,174,111.5
MG_705,JL,76,230.6,130
MG_705,LN,68,230.6,168
MG_706,BJ,66,246,113.33
MG_706,HeB,57,215.25,131.25
MG_706,HN,57,209.25,108.2
MG_706,JL,85,240,91.2
MG_706,LN,76,234,125
MG_707,BJ,67,253.4,86.67
MG_707,HeB,60,231.75,80.67
MG_707,HN,65,227.2,103.8
MG_707,JL,85,245.8,109.4
MG_707,LN,73,239,79
MG_708,BJ,65,203.4,114
MG_708,HeB,61,223,NA
MG_708,HN,62,241,124
MG_708,JL,83,252.4,173
MG_708,LN,72,253.88,112
MG_709,BJ,64,275,100
MG_709,HeB,61,130.33,91
MG_709,HN,67,240,123
MG_709,JL,85,225,145
MG_709,LN,74,266.6,135
MG_71,BJ,61,196.75,100
MG_71,HeB,56,203,105
MG_71,HN,58,179.4,82.2
MG_71,JL,74,194.6,104.2
MG_71,LN,69,202.6,122.5
MG_710,BJ,64,234,100
MG_710,HeB,62,220.75,127.4
MG_710,HN,61,202.5,98
MG_710,JL,76,227.5,134.6
MG_710,LN,73,188.25,180
MG_711,BJ,59,262.75,84
MG_711,HeB,54,232.2,NA
MG_711,HN,58,223.75,59.8
MG_711,JL,81,263.6,75
MG_711,LN,72,261.4,128.75
MG_712,BJ,65,243,NA
MG_712,HeB,61,215.8,50
MG_712,HN,59,206.62,49.2
MG_712,JL,85,241.4,65.4
MG_712,LN,72,249.62,NA
MG_713,BJ,67,262.6,56.67
MG_713,HeB,58,244,105.75
MG_713,HN,61,221.75,29.8
MG_713,JL,85,262.4,11
MG_713,LN,77,260.6,90
MG_714,BJ,61,236.5,70
MG_714,HeB,57,204.5,73
MG_714,HN,59,212,63.8
MG_714,JL,80,220,60
MG_714,LN,77,225.6,95
MG_715,BJ,65,217.25,50
MG_715,HeB,63,184.6,80.33
MG_715,HN,63,146,39
MG_715,JL,85,199,121.8
MG_715,LN,74,187.2,103.33
MG_716,BJ,66,226,NA
MG_716,HeB,60,193.6,72.12
MG_716,HN,56,162.8,62.8
MG_716,JL,83,205,95.25
MG_716,LN,72,217,78.33
MG_717,BJ,64,240.5,46
MG_717,HeB,56,224.25,83.75
MG_717,HN,59,210.26,72
MG_717,JL,84,234,51.4
MG_717,LN,76,242.25,100
MG_718,BJ,68,210,55
MG_718,HeB,61,197.6,84.6
MG_718,HN,60,206.88,88.8
MG_718,JL,81,210,89.8
MG_718,LN,77,205.6,91
MG_719,BJ,64,228.75,70
MG_719,HeB,57,223,91.2
MG_719,HN,63,199,66.4
MG_719,JL,80,228.75,115.4
MG_719,LN,71,214.12,105
MG_72,BJ,62,239.6,73.33
MG_72,HeB,55,210,71.17
MG_72,HN,58,215.2,64.4
MG_72,JL,78,225.4,98.8
MG_72,LN,69,232.8,125
MG_720,BJ,64,256.25,66.67
MG_720,HeB,58,269.4,103.88
MG_720,HN,58,287,93.6
MG_720,JL,83,250.2,148.8
MG_720,LN,72,272.2,148
MG_721,BJ,67,203.5,35
MG_721,HeB,63,165,60.38
MG_721,HN,59,164.5,66.8
MG_721,JL,85,208,77.25
MG_721,LN,73,195.25,80
MG_722,BJ,64,258.75,22
MG_722,HeB,59,248.25,78.17
MG_722,HN,58,239.2,64.8
MG_722,JL,81,229.5,48
MG_722,LN,71,261.36,NA
MG_723,BJ,65,212.25,106.67
MG_723,HeB,55,199.75,121
MG_723,HN,75,120,NA
MG_723,JL,75,228.4,74.2
MG_723,LN,69,214.38,NA
MG_724,BJ,65,220,NA
MG_724,HeB,61,197.75,94.6
MG_724,HN,57,204.6,83
MG_724,JL,85,238,75
MG_724,LN,75,220,81.25
MG_725,BJ,58,245.4,100
MG_725,HeB,53,210.8,74.33
MG_725,HN,56,225,72.2
MG_725,JL,76,237.5,78
MG_725,LN,71,244.8,108
MG_726,BJ,62,177.4,70
MG_726,HeB,56,154,93.25
MG_726,HN,60,163.2,74.4
MG_726,JL,83,162.25,51.8
MG_726,LN,73,177.55,113.33
MG_727,BJ,65,190.2,60
MG_727,HeB,58,179.5,106.2
MG_727,HN,63,174.2,73.6
MG_727,JL,79,201.25,103.6
MG_727,LN,70,220.6,132
MG_728,BJ,67,255,42.5
MG_728,HeB,64,250.8,87.1
MG_728,HN,64,272.5,71
MG_728,JL,86,292,56
MG_728,LN,77,281,100
MG_729,BJ,65,262.6,80
MG_729,HeB,61,265,92
MG_729,HN,62,258.6,104.6
MG_729,JL,85,291.25,58.4
MG_729,LN,76,276.3,85
MG_73,BJ,64,245.8,64
MG_73,HeB,57,187.4,69.17
MG_73,HN,58,177.75,54.8
MG_73,JL,83,219.6,105
MG_73,LN,70,219.75,83.33
MG_730,BJ,65,264.2,106.67
MG_730,HeB,61,225,102.6
MG_730,HN,64,186.4,67
MG_730,JL,85,277.2,106
MG_730,LN,74,250.75,153.33
MG_731,BJ,63,222.5,NA
MG_731,HeB,62,184.8,50.5
MG_731,HN,58,193.4,61.4
MG_731,JL,83,193,86
MG_731,LN,72,231.75,NA
MG_732,BJ,64,249.2,118
MG_732,HeB,58,256.6,112.9
MG_732,HN,64,234.5,58.8
MG_732,JL,83,261.25,104
MG_732,LN,72,253,110
MG_733,BJ,63,251.75,86.67
MG_733,HeB,56,228,89
MG_733,HN,60,206.75,72.2
MG_733,JL,79,215.2,77.2
MG_733,LN,72,234.6,105
MG_734,BJ,63,200.75,50
MG_734,HeB,56,167.2,77.67
MG_734,HN,60,161.8,81.4
MG_734,JL,83,220.5,45.4
MG_734,LN,73,182,117.5
MG_735,BJ,65,237,NA
MG_735,HeB,60,198.2,NA
MG_735,HN,62,201,29.5
MG_735,JL,81,182.4,75.2
MG_735,LN,74,235,100
MG_736,BJ,68,204.75,83.33
MG_736,HeB,64,196.2,121.1
MG_736,HN,65,182.8,80
MG_736,JL,87,234.75,63.75
MG_736,LN,81,188.2,NA
MG_737,BJ,65,228.25,116.67
MG_737,HeB,62,188.4,118
